space,time,day,poi,type,root_type,rating,weather,tid,label
40.7167613223164 -73.9980188225192,871,Tuesday,Chase Bank,Bank,Shop & Service,5.2,Rain,18451,662
40.7166160560426 -73.9972498356052,871,Tuesday,Citibank,Bank,Shop & Service,7.1,Rain,18451,662
40.7179717637274 -73.9903402924124,1301,Tuesday,Sticky Rice,Asian Restaurant,Food,7.9,Clouds,18451,662
40.7243633850256 -73.8713098764600,55,Wednesday,anGEl home in middle village,Home (private),Residence,-1.0,Clouds,18451,662
40.7301394700245 -73.8748787757897,55,Wednesday,8506 60ave,Professional & Other Places,Professional & Other Places,-1.0,Clouds,18451,662
40.7179717637274 -73.9903402924124,799,Wednesday,Sticky Rice,Asian Restaurant,Food,7.9,Clouds,18451,662
40.7179717637274 -73.9903402924124,1131,Friday,Sticky Rice,Asian Restaurant,Food,7.9,Clear,18451,662
40.7179717637274 -73.9903402924124,996,Saturday,Sticky Rice,Asian Restaurant,Food,7.9,Clear,18451,662
40.7331589893861 -73.8715387700000,761,Monday,Hoffman Park,Park,Outdoors & Recreation,6.8,Clear,18453,662
40.7432252902058 -73.9963531494141,1148,Monday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clear,18453,662
40.7179927825928 -74.0000200000000,989,Tuesday,HSBC,Bank,Shop & Service,-1.0,Clear,18453,662
40.7178540000000 -74.0002080000000,990,Tuesday,Kung Fu Tea 功夫茶,Bubble Tea Shop,Food,8.5,Clear,18453,662
40.7336964161218 -73.8695498080760,626,Thursday,T-Mobile,Electronics Store,Shop & Service,6.6,Clear,18453,662
40.7334377134344 -73.8697957992554,626,Thursday,MTA Subway - Woodhaven Blvd/Slattery Plaza (M/R),Metro Station,Travel & Transport,-1.0,Clear,18453,662
40.7167835587477 -73.9968940346455,858,Friday,XO Taste,Chinese Restaurant,Food,6.4,Clouds,18453,662
40.7179717637274 -73.9903402924124,1073,Saturday,Sticky Rice,Asian Restaurant,Food,7.9,Clouds,18453,662
40.7179717637274 -73.9903402924124,1252,Saturday,Sticky Rice,Asian Restaurant,Food,7.9,Clear,18453,662
40.7419613348665 -74.0051059819258,1129,Sunday,Chelsea Market,Market,Shop & Service,9.5,Clouds,18453,662
40.7418596682703 -74.0050864219666,1129,Sunday,Buddakan,Asian Restaurant,Food,9.4,Clouds,18453,662
40.7243633850256 -73.8713098764600,485,Monday,anGEl home in middle village,Home (private),Residence,-1.0,Clear,18472,662
40.7432252902058 -73.9963531494141,1069,Monday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clear,18472,662
40.7295489235388 -73.8749247145371,1188,Wednesday,8506 60ave,Professional & Other Places,Professional & Other Places,-1.0,Clear,18472,662
40.7180903207538 -73.9999986626837,859,Friday,Starbucks,Coffee Shop,Food,6.6,Clouds,18472,662
40.7166451933529 -73.9978868324474,909,Friday,Hoy Wong Restaurant 喜喜饭店,Chinese Restaurant,Food,6.9,Clouds,18472,662
40.7176640000000 -73.9972610000000,921,Friday,Mess Hair Salon,Salon / Barbershop,Shop & Service,7.1,Clouds,18472,662
40.7243633850256 -73.8713098764600,19,Saturday,anGEl home in middle village,Home (private),Residence,-1.0,Clouds,18472,662
40.7176180000000 -73.9972520000000,949,Saturday,Paris Sandwich,Sandwich Place,Food,-1.0,Clouds,18472,662
40.7180903207538 -73.9999986626837,951,Saturday,Starbucks,Coffee Shop,Food,6.6,Clouds,18472,662
40.7179717637274 -73.9903402924124,1092,Saturday,Sticky Rice,Asian Restaurant,Food,7.9,Clouds,18472,662
40.7179717637274 -73.9903402924124,1159,Saturday,Sticky Rice,Asian Restaurant,Food,7.9,Clouds,18472,662
40.7179717637274 -73.9903402924124,17,Sunday,Sticky Rice,Asian Restaurant,Food,7.9,Clouds,18472,662
40.7243633850256 -73.8713098764600,710,Sunday,anGEl home in middle village,Home (private),Residence,-1.0,Clouds,18472,662
40.7243633850256 -73.8713098764600,606,Monday,anGEl home in middle village,Home (private),Residence,-1.0,Fog,18473,662
40.7418101155534 -73.8808047853163,784,Monday,Coco South East Asian,Asian Restaurant,Food,7.2,Clear,18473,662
40.7443063876862 -73.9955592155457,965,Tuesday,Starbucks,Coffee Shop,Food,6.7,Fog,18473,662
40.7432252902058 -73.9963531494141,1222,Tuesday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clear,18473,662
40.7243633850256 -73.8713098764600,245,Thursday,anGEl home in middle village,Home (private),Residence,-1.0,Clear,18473,662
40.7295489235388 -73.8749247145371,245,Thursday,8506 60ave,Professional & Other Places,Professional & Other Places,-1.0,Clear,18473,662
40.7243633850256 -73.8713098764600,441,Thursday,anGEl home in middle village,Home (private),Residence,-1.0,Clear,18473,662
40.7180903207538 -73.9999986626837,874,Friday,Starbucks,Coffee Shop,Food,6.6,Rain,18473,662
40.7432252902058 -73.9963531494141,1415,Friday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clouds,18473,662
40.7179717637274 -73.9903402924124,963,Saturday,Sticky Rice,Asian Restaurant,Food,7.9,Clouds,18473,662
40.7581147443193 -73.8296397775412,868,Monday,Starbucks,Coffee Shop,Food,7.0,Clouds,18482,662
40.7432252902058 -73.9963531494141,1305,Monday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clouds,18482,662
40.7432252902058 -73.9963531494141,1416,Monday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clouds,18482,662
40.7587661492556 -73.8303648284974,722,Tuesday,Curry Leaves,Malay Restaurant,Food,6.6,Fog,18482,662
40.7432252902058 -73.9963531494141,1008,Tuesday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Fog,18482,662
40.7432252902058 -73.9963531494141,1127,Tuesday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clouds,18482,662
40.7176640000000 -73.9972610000000,989,Wednesday,Mess Hair Salon,Salon / Barbershop,Shop & Service,7.1,Clear,18482,662
40.7243633850256 -73.8713098764600,379,Thursday,anGEl home in middle village,Home (private),Residence,-1.0,Clear,18482,662
40.7432252902058 -73.9963531494141,913,Thursday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clouds,18482,662
40.7243633850256 -73.8713098764600,712,Sunday,anGEl home in middle village,Home (private),Residence,-1.0,Clear,18482,662
40.7577596211229 -73.8279754588393,984,Sunday,Fay Da Bakery,Bakery,Food,6.3,Clear,18482,662
40.6719804794706 -74.0109872817993,1101,Sunday,IKEA Swedish Food Market,Food Court,Food,6.4,Clear,18482,662
40.7243633850256 -73.8713098764600,547,Monday,anGEl home in middle village,Home (private),Residence,-1.0,Rain,18483,662
40.7432252902058 -73.9963531494141,748,Monday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clouds,18483,662
40.7432252902058 -73.9963531494141,1221,Monday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clouds,18483,662
40.7432252902058 -73.9963531494141,1272,Monday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clouds,18483,662
40.7432252902058 -73.9963531494141,739,Tuesday,Regional Thai & Mex Magarita Bar,Thai Restaurant,Food,-1.0,Clouds,18483,662
40.7431535271472 -73.9963775482059,1195,Tuesday,Chen's Express Kitchen,Chinese Restaurant,Food,-1.0,Clouds,18483,662
40.7243633850256 -73.8713098764600,31,Wednesday,anGEl home in middle village,Home (private),Residence,-1.0,Clear,18483,662
40.7179717637274 -73.9903402924124,1054,Wednesday,Sticky Rice,Asian Restaurant,Food,7.9,Clouds,18483,662
40.7179717637274 -73.9903402924124,1135,Wednesday,Sticky Rice,Asian Restaurant,Food,7.9,Clouds,18483,662
40.7179717637274 -73.9903402924124,1205,Wednesday,Sticky Rice,Asian Restaurant,Food,7.9,Clouds,18483,662
40.6935148836968 -73.9917118909737,1015,Tuesday,St. Francis College Mailroom,College Administrative Building,College & University,-1.0,Clear,19609,702
40.6941573025887 -73.9918725797031,1015,Tuesday,Chipotle Mexican Grill,Mexican Restaurant,Food,7.3,Clear,19609,702
40.6914746462291 -73.9873838424683,1264,Tuesday,MTA Subway - Jay St/MetroTech (A/C/F/R),Metro Station,Travel & Transport,-1.0,Clouds,19609,702
40.5791241797467 -73.8242621143513,175,Wednesday,Home :],Home (private),Residence,-1.0,Clouds,19609,702
40.5835832312509 -73.8265585899353,472,Wednesday,MTA Subway - Beach 105th St/Seaside (A/S),Metro Station,Travel & Transport,-1.0,Clouds,19609,702
40.6932624495333 -73.9917348465147,539,Wednesday,St. Francis College,University,College & University,-1.0,Clear,19609,702
40.5794670735253 -73.8369641634140,944,Wednesday,Kings Pharmacy,Pharmacy,Shop & Service,-1.0,Clear,19609,702
40.5832544895603 -73.8213241288711,1174,Saturday,St. Camillus Church,Church,Professional & Other Places,-1.0,Clear,19609,702
40.5791241797467 -73.8242621143513,1400,Saturday,Home :],Home (private),Residence,-1.0,Clouds,19609,702
40.5742740000000 -73.8628960000000,795,Sunday,Waldbaum's,Grocery Store,Shop & Service,-1.0,Clear,19609,702
40.8512155742824 -73.9520645141602,852,Sunday,George Washington Bridge,Bridge,Outdoors & Recreation,-1.0,Clear,19609,702
40.5835832312509 -73.8265585899353,474,Monday,MTA Subway - Beach 105th St/Seaside (A/S),Metro Station,Travel & Transport,-1.0,Clear,19611,702
40.6932624495333 -73.9917348465147,526,Monday,St. Francis College,University,College & University,-1.0,Clear,19611,702
40.6935148836968 -73.9917118909737,692,Monday,St. Francis College Mailroom,College Administrative Building,College & University,-1.0,Clear,19611,702
40.6914746462291 -73.9873838424683,938,Monday,MTA Subway - Jay St/MetroTech (A/C/F/R),Metro Station,Travel & Transport,-1.0,Clear,19611,702
40.5820187782182 -73.8388967514038,1057,Monday,Tribute Park,Park,Outdoors & Recreation,-1.0,Clear,19611,702
40.5835832312509 -73.8265585899353,615,Tuesday,MTA Subway - Beach 105th St/Seaside (A/S),Metro Station,Travel & Transport,-1.0,Clear,19611,702
40.6804752997602 -73.8437247276306,625,Tuesday,MTA Subway - Rockaway Blvd (A),Metro Station,Travel & Transport,-1.0,Clear,19611,702
40.6935148836968 -73.9917118909737,673,Tuesday,St. Francis College Mailroom,College Administrative Building,College & University,-1.0,Clear,19611,702
40.6914746462291 -73.9873838424683,1237,Tuesday,MTA Subway - Jay St/MetroTech (A/C/F/R),Metro Station,Travel & Transport,-1.0,Clear,19611,702
40.6083773689188 -73.8159263134003,1313,Tuesday,MTA Subway - Broad Channel (A/S),Metro Station,Travel & Transport,-1.0,Clear,19611,702
40.6932624495333 -73.9917348465147,532,Wednesday,St. Francis College,University,College & University,-1.0,Clear,19611,702
40.6935148836968 -73.9917118909737,919,Wednesday,St. Francis College Mailroom,College Administrative Building,College & University,-1.0,Clouds,19611,702
40.6914746462291 -73.9873838424683,919,Wednesday,MTA Subway - Jay St/MetroTech (A/C/F/R),Metro Station,Travel & Transport,-1.0,Clouds,19611,702
40.6083773689188 -73.8159263134003,979,Wednesday,MTA Subway - Broad Channel (A/S),Metro Station,Travel & Transport,-1.0,Clouds,19611,702
40.5879015835629 -73.8137054443359,984,Wednesday,MTA Subway - Beach 90th St (A/S),Metro Station,Travel & Transport,-1.0,Clouds,19611,702
40.5791241797467 -73.8242621143513,1217,Wednesday,Home :],Home (private),Residence,-1.0,Clouds,19611,702
40.5835832312509 -73.8265585899353,647,Thursday,MTA Subway - Beach 105th St/Seaside (A/S),Metro Station,Travel & Transport,-1.0,Clear,19611,702
40.6946448500000 -73.9934447750000,928,Thursday,Hanco's,Vietnamese Restaurant,Food,7.9,Clear,19611,702
40.6083773689188 -73.8159263134003,1103,Thursday,MTA Subway - Broad Channel (A/S),Metro Station,Travel & Transport,-1.0,Clear,19611,702
40.5857302098880 -73.8119498546726,1109,Thursday,Dayton 8800,Residential Building (Apartment / Condo),Residence,-1.0,Clear,19611,702
40.5804705855503 -73.8369655609131,468,Friday,MTA Subway - Rockaway Park/Beach 116th St (A/S),Metro Station,Travel & Transport,-1.0,Clear,19611,702
40.6932624495333 -73.9917348465147,533,Friday,St. Francis College,University,College & University,-1.0,Clear,19611,702
40.6935148836968 -73.9917118909737,945,Friday,St. Francis College Mailroom,College Administrative Building,College & University,-1.0,Clouds,19611,702
40.5791241797467 -73.8242621143513,1219,Friday,Home :],Home (private),Residence,-1.0,Clouds,19611,702
40.5791241797467 -73.8242621143513,843,Sunday,Home :],Home (private),Residence,-1.0,Rain,19611,702
40.5835832312509 -73.8265585899353,461,Monday,MTA Subway - Beach 105th St/Seaside (A/S),Metro Station,Travel & Transport,-1.0,Clouds,19612,702
40.6932624495333 -73.9917348465147,540,Monday,St. Francis College,University,College & University,-1.0,Clouds,19612,702
40.6940020000000 -73.9910700000000,696,Monday,HSBC,Bank,Shop & Service,5.6,Clouds,19612,702
40.6914746462291 -73.9873838424683,972,Monday,MTA Subway - Jay St/MetroTech (A/C/F/R),Metro Station,Travel & Transport,-1.0,Clouds,19612,702
40.5835832312509 -73.8265585899353,574,Tuesday,MTA Subway - Beach 105th St/Seaside (A/S),Metro Station,Travel & Transport,-1.0,Clouds,19612,702
40.6083773689188 -73.8159263134003,592,Tuesday,MTA Subway - Broad Channel (A/S),Metro Station,Travel & Transport,-1.0,Clouds,19612,702
40.6932624495333 -73.9917348465147,637,Tuesday,St. Francis College,University,College & University,-1.0,Clear,19612,702
40.6935148836968 -73.9917118909737,851,Tuesday,St. Francis College Mailroom,College Administrative Building,College & University,-1.0,Clouds,19612,702
40.5835832312509 -73.8265585899353,468,Wednesday,MTA Subway - Beach 105th St/Seaside (A/S),Metro Station,Travel & Transport,-1.0,Clear,19612,702
40.6932624495333 -73.9917348465147,605,Wednesday,St. Francis College,University,College & University,-1.0,Clouds,19612,702
40.6935148836968 -73.9917118909737,647,Wednesday,St. Francis College Mailroom,College Administrative Building,College & University,-1.0,Clouds,19612,702
40.5791241797467 -73.8242621143513,1042,Wednesday,Home :],Home (private),Residence,-1.0,Clouds,19612,702
40.5801930000000 -73.8372460000000,1200,Wednesday,Slices n Ices,Pizza Place,Food,6.5,Clear,19612,702
40.5791241797467 -73.8242621143513,1359,Wednesday,Home :],Home (private),Residence,-1.0,Clear,19612,702
40.6804752997602 -73.8437247276306,670,Thursday,MTA Subway - Rockaway Blvd (A),Metro Station,Travel & Transport,-1.0,Clouds,19612,702
40.5835832312509 -73.8265585899353,480,Friday,MTA Subway - Beach 105th St/Seaside (A/S),Metro Station,Travel & Transport,-1.0,Clouds,19612,702
40.6551540500000 -73.8385600000000,839,Saturday,Getty Gas Station,Gas Station,Shop & Service,-1.0,Clear,19612,702
40.8512155742824 -73.9520645141602,876,Saturday,George Washington Bridge,Bridge,Outdoors & Recreation,-1.0,Clear,19612,702
40.8959163805173 -74.0880262345086,1334,Saturday,7-Eleven,Convenience Store,Shop & Service,7.3,Clear,19612,702
40.5884575841128 -73.8087675554846,1388,Saturday,Far Rockaway Beach - 81st Street,Beach,Outdoors & Recreation,8.2,Clear,19612,702
40.5791241797467 -73.8242621143513,1414,Saturday,Home :],Home (private),Residence,-1.0,Clear,19612,702
40.5832797012228 -73.8207497375649,662,Sunday,St. Camillus Church,Church,Professional & Other Places,-1.0,Clear,19612,702
40.5835832312509 -73.8265585899353,410,Monday,MTA Subway - Beach 105th St/Seaside (A/S),Metro Station,Travel & Transport,-1.0,Clouds,19614,702
40.6932624495333 -73.9917348465147,471,Monday,St. Francis College,University,College & University,-1.0,Clouds,19614,702
40.6083773689188 -73.8159263134003,625,Monday,MTA Subway - Broad Channel (A/S),Metro Station,Travel & Transport,-1.0,Clouds,19614,702
40.5835832312509 -73.8265585899353,601,Tuesday,MTA Subway - Beach 105th St/Seaside (A/S),Metro Station,Travel & Transport,-1.0,Clouds,19614,702
40.6932624495333 -73.9917348465147,704,Tuesday,St. Francis College,University,College & University,-1.0,Clouds,19614,702
40.6908120000000 -73.9919170000000,1107,Tuesday,Barnes & Noble,Bookstore,Shop & Service,8.0,Clouds,19614,702
40.6905252262589 -73.9919644017738,1192,Tuesday,United Artists Court Street 12 & RPX,Movie Theater,Arts & Entertainment,6.2,Clouds,19614,702
40.6804752997602 -73.8437247276306,1425,Tuesday,MTA Subway - Rockaway Blvd (A),Metro Station,Travel & Transport,-1.0,Clouds,19614,702
40.6083773689188 -73.8159263134003,9,Wednesday,MTA Subway - Broad Channel (A/S),Metro Station,Travel & Transport,-1.0,Clouds,19614,702
40.5791241797467 -73.8242621143513,18,Wednesday,Home :],Home (private),Residence,-1.0,Clouds,19614,702
40.5804705855503 -73.8369655609131,593,Wednesday,MTA Subway - Rockaway Park/Beach 116th St (A/S),Metro Station,Travel & Transport,-1.0,Clouds,19614,702
40.6932624495333 -73.9917348465147,683,Wednesday,St. Francis College,University,College & University,-1.0,Clouds,19614,702
40.6935148836968 -73.9917118909737,684,Wednesday,St. Francis College Mailroom,College Administrative Building,College & University,-1.0,Clouds,19614,702
40.6932624495333 -73.9917348465147,753,Thursday,St. Francis College,University,College & University,-1.0,Clouds,19614,702
40.6935148836968 -73.9917118909737,754,Thursday,St. Francis College Mailroom,College Administrative Building,College & University,-1.0,Clouds,19614,702
40.5791241797467 -73.8242621143513,980,Thursday,Home :],Home (private),Residence,-1.0,Clouds,19614,702
40.6804752997602 -73.8437247276306,630,Friday,MTA Subway - Rockaway Blvd (A),Metro Station,Travel & Transport,-1.0,Clear,19614,702
40.6936245894959 -73.9903402924124,913,Friday,Borough Hall Plaza,Plaza,Outdoors & Recreation,6.0,Clouds,19614,702
40.6941573025887 -73.9918725797031,1005,Friday,Chipotle Mexican Grill,Mexican Restaurant,Food,7.3,Clear,19614,702
40.6443241351632 -73.9645314216614,1034,Friday,MTA Subway - Beverley Rd (Q),Metro Station,Travel & Transport,-1.0,Clear,19614,702
40.6433910552004 -73.9700176783294,80,Saturday,Red Mist,Hookah Bar,Nightlife Spot,6.8,Clear,19614,702
40.6063020000000 -73.9618410000000,120,Saturday,Arabian Nights,Hookah Bar,Nightlife Spot,-1.0,Clear,19614,702
40.5791241797467 -73.8242621143513,831,Saturday,Home :],Home (private),Residence,-1.0,Clear,19614,702
40.5832797012228 -73.8207497375649,672,Sunday,St. Camillus Church,Church,Professional & Other Places,-1.0,Clear,19614,702
40.5894287487589 -73.8067857729987,990,Sunday,Far Rockaway Beach - 81st Street,Beach,Outdoors & Recreation,8.2,Clouds,19614,702
40.5941079718839 -73.9992580631844,1059,Sunday,Best Buy,Electronics Store,Shop & Service,6.3,Clear,19614,702
40.5888939948958 -73.8166829994934,1129,Sunday,McDonald's,Fast Food Restaurant,Food,5.6,Clear,19614,702
40.5791241797467 -73.8242621143513,1328,Sunday,Home :],Home (private),Residence,-1.0,Clear,19614,702
40.5835832312509 -73.8265585899353,604,Monday,MTA Subway - Beach 105th St/Seaside (A/S),Metro Station,Travel & Transport,-1.0,Clouds,19615,702
40.6934249133844 -73.9917118909737,675,Monday,St. Francis College,University,College & University,-1.0,Clouds,19615,702
40.6935148836968 -73.9917118909737,746,Monday,St. Francis College Mailroom,College Administrative Building,College & University,-1.0,Clouds,19615,702
40.6940020000000 -73.9910700000000,795,Monday,HSBC,Bank,Shop & Service,5.6,Clouds,19615,702
40.5791241797467 -73.8242621143513,1119,Monday,Home :],Home (private),Residence,-1.0,Clouds,19615,702
